auth1,booknum,original_publication_year,book_id,work_id,title,work_ratings_count
A.S. Byatt,2,2009.0,9506,5768221,The Children's Book,12705
Margret Rey,2,1969.0,2892,251371,The Complete Adventures of Curious George,39802
Tom Robbins,2,1976.0,2025,610037,Even Cowgirls Get the Blues,43976
Ann Leckie,2,2014.0,4621,40026175,"Ancillary Sword (Imperial Radch, #2)",24057
Laurie R. King,2,1995.0,8412,1039296,"A Monstrous Regiment of Women (Mary Russell, #2)",18005
Dave Barry,2,2004.0,1968,1625130,"Peter and the Starcatchers (Peter and the Starcatchers, #1)",60040
Catherine Fisher,2,2007.0,2711,323310,"Incarceron (Incarceron, #1)",52010
Peter Mayle,2,1991.0,4722,3123857,Toujours Provence,22335
Melanie Benjamin,2,2016.0,6107,45005209,The Swans of Fifth Avenue,17953
Thomas Pynchon,2,1966.0,1797,1477756,The Crying of Lot 49,54779
Jo Nesbø,2,1998.0,5043,2220355,"Cockroaches (Harry Hole, #2)",22619
Tucker Max,2,2008.0,4414,86172,"Assholes Finish First (Tucker Max, #2)",20984
Candice Millard,2,2011.0,2636,15237912,"Destiny of the Republic: A Tale of Madness, Medicine and the Murder of a President",37444
Norman Bridwell,2,1966.0,9151,1283974,Clifford's Halloween,11217
Wallace Stegner,2,1987.0,3692,1488871,Crossing to Safety,28323
Ruth Ozeki,2,2013.0,1700,21536809,A Tale for the Time Being,59311
Jen Lancaster,2,2007.0,3835,26733,"Bright Lights, Big Ass: A Self-Indulgent, Surly, Ex-Sorority Girl's Guide to Why It Often Sucks in the City, or Who Are These Idiots and Why Do They All Live Next Door to Me?",27140
Moira Young,2,2012.0,7452,18206269,"Rebel Heart (Dust Lands, #2)",17545
China Miéville,2,2002.0,5047,731674,"The Scar (Bas-Lag, #2)",23257
Chuck Klosterman,2,2003.0,1392,929649,"Sex, Drugs, and Cocoa Puffs: A Low Culture Manifesto",57867
Hillary Jordan,2,2011.0,6199,15966434,When She Woke,21537
John Jakes,2,1982.0,1961,1526185,"North and South (North and South, #1)",50223
Nicholas Evans,2,2001.0,3894,26163,The Smoke Jumper,26423
Bill Bryson,2,1990.0,4079,2170063,The Mother Tongue: English and How It Got That Way,26951
Lauren Graham,2,2016.0,4576,50723245,"Talking as Fast as I Can: From Gilmore Girls to Gilmore Girls, and Everything in Between",34247
Tom Rob Smith,2,2009.0,8318,6221043,"The Secret Speech (Leo Demidov, #2)",12967
Megan Whalen Turner,2,2000.0,5880,1124161,"The Queen of Attolia (The Queen's Thief, #2)",25299
Karin Slaughter,2,2002.0,5548,947888,"Kisscut (Grant County, #2)",22250
Miranda Kenneally,2,2012.0,7658,17552643,Stealing Parker,16789
Sigmund Freud,2,1930.0,4071,848942,Civilization and Its Discontents,24217
Bruce H. Wilkinson,2,2001.0,8027,959019,Secrets of the Vine: Breaking Through to Abundance,10262
Iain Banks,2,1992.0,6405,950451,The Crow Road,15349
G. Willow Wilson,2,2014.0,3436,41250341,"Ms. Marvel, Vol. 1: No Normal",55083
Tracy Kidder,2,2003.0,1672,1639628,"Mountains Beyond Mountains: The Quest of Dr. Paul Farmer, A Man Who Would Cure the World",55178
Henning Mankell,2,1992.0,6516,1503624,"The Dogs of Riga (Kurt Wallander, #2)",18098
Ellen Schreiber,2,2005.0,6563,255110,"Kissing Coffins (Vampire Kisses, #2)",22921
Danielle  Paige,2,2015.0,7535,26373227,"The Wicked Will Rise (Dorothy Must Die, #2)",18487
Nevil Shute,2,1957.0,4383,963772,On the Beach,27734
Dan Wells,2,2012.0,2916,17461183,"Partials (Partials Sequence, #1)",44946
Edward Gorey,2,1972.0,3520,2375439,"Amphigorey (Amphigorey, #1)",28941
Karen Cushman,2,1995.0,3790,168119,The Midwife's Apprentice,34145
John Connolly,2,2006.0,2424,1164024,The Book of Lost Things,50517
Jussi Adler-Olsen,2,2008.0,5461,7410153,"The Absent One (Department Q, #2)",20717
Mary Karr,2,2008.0,4932,6526004,Lit,19543
Mark Bittman,2,2007.0,6988,1580303,How to Cook Everything Vegetarian: Simple Meatless Recipes for Great Food,12372
Juliet Marillier,2,2000.0,5742,2801045,"Son of the Shadows (Sevenwaters, #2)",23597
Mary E. Pearson,2,2015.0,5793,40901894,"The Heart of Betrayal (The Remnant Chronicles, #2)",26504
Pam Muñoz Ryan,2,2015.0,8521,42294915,Echo,15642
Diane Chamberlain,2,2011.0,3847,14955690,The Midwife's Confession,28570
Robert Frost,2,1969.0,2960,366182,"The Poetry of Robert Frost (Collected Poems, Complete & Unabridged)",34332
Candace Bushnell,2,2000.0,4009,2548756,Four Blondes,23272
Jean de Brunhoff,2,1933.0,8428,2094984,Babar the King,14385
Tami Hoag,2,1999.0,1872,685826,"Ashes to Ashes (Kovac and Liska, #1)",50587
Ann-Marie MacDonald,2,2003.0,9516,2547473,The Way the Crow Flies,11055
R.A. Salvatore,2,1989.0,3500,215324,"Streams of Silver (Forgotten Realms: Icewind Dale, #2; Legend of Drizzt, #5)",28939
Jane Smiley,2,2014.0,5977,36430665,"Some Luck (Last Hundred Years: A Family Saga, #1)",15268
Jim Gaffigan,2,2014.0,5938,40017077,Food: A Love Story,17998
Dava Sobel,2,1999.0,5051,2351782,"Galileo's Daughter: A Historical Memoir of Science, Faith and Love",22333
Jonathan Kellerman,2,2009.0,7371,14525767,"Deception (Alex Delaware, #25)",14320
David Levithan,2,2004.0,8842,1009041,The Realm of Possibility,13768
Ian Fleming,2,1954.0,6223,171188,"Live and Let Die (James Bond, #2)",17626
Richard K. Morgan,2,2003.0,6150,1775843,"Broken Angels (Takeshi Kovacs, #2)",17584
Heather Gudenkauf,2,2011.0,4168,14045698,These Things Hidden,28962
Peggy Rathmann,2,1995.0,4201,325563,Officer Buckle & Gloria,25331
Vernor Vinge,2,1998.0,4726,1270006,"A Deepness in the Sky (Zones of Thought, #2)",23477
Jodi Picoult,2,1993.0,2883,1069959,Harvesting the Heart,37783
Orhan Pamuk,2,2002.0,3156,2701142,Snow,30451
Aleatha Romig,2,2012.0,5098,21863110,"Truth (Consequences, #2)",28024
James Clavell,2,1966.0,2942,1755754,"Tai-Pan (Asian Saga, #2)",36219
Chevy Stevens,2,2014.0,8938,26038108,That Night,12955
Henry Miller,2,1938.0,6787,1190908,Tropic of Capricorn,13487
David Wong,2,2012.0,5605,18079704,"This Book Is Full of Spiders: Seriously, Dude, Don't Touch It (John Dies at the End, #2)",18053
John Eldredge,2,2001.0,1625,5967,Wild at Heart: Discovering the Secret of a Man's Soul,52613
Jenny Downham,2,2010.0,8330,13593837,You Against Me,16478
Julie James,2,2009.0,6476,5149317,Practice Makes Perfect (Berkley Sensation),24925
E. Lockhart,2,2008.0,3723,1623714,The Disreputable History of Frankie Landau-Banks,38836
Julia Alvarez,2,1994.0,2367,1408023,In the Time of the Butterflies,43803
Elizabeth Berg,2,2000.0,2087,1070015,Open House,49330
Daniel Goleman,2,2006.0,9344,1386563,Social Intelligence: The New Science of Human Relationships,9395
John le Carré,2,1974.0,2375,2491780,"Tinker, Tailor, Soldier, Spy",49461
Maeve Binchy,2,1990.0,2671,3152550,Circle of Friends,47875
Sarah Waters,2,1999.0,6587,1413038,Affinity,17173
Patrick Carman,2,2009.0,2531,6438210,"The Black Circle (The 39 Clues, #5)",42610
Reza Aslan,2,2013.0,1988,24258336,Zealot: The Life and Times of Jesus of Nazareth,45545
Connie Willis,2,1998.0,5341,696,"To Say Nothing of the Dog (Oxford Time Travel, #2)",25648
Pseudonymous Bosch,2,2008.0,5962,3399145,"If You're Reading This, It's Too Late (Secret, #2)",19942
Mira Grant,2,2011.0,5769,13292985,"Deadline (Newsflesh Trilogy, #2)",20181
Roger Zelazny,2,1970.0,2898,1383240,Nine Princes in Amber (The Chronicles of Amber #1),40090
Kent Haruf,2,2004.0,7710,1168090,"Eventide (Plainsong, #2)",14087
Thomas J. Stanley,2,2006.0,6398,890240,The Millionaire Mind,15224
Stormie Omartian,2,1997.0,3890,16419428,The Power of a Praying Woman,20872
Max Lucado,2,2000.0,4558,273545,He Chose the Nails,19443
Caragh M. O'Brien,2,2011.0,6550,14308787,"Prized (Birthmarked, #2)",20795
Penelope Ward,2,2015.0,8775,45620597,Cocky Bastard,19293
Elle Kennedy,2,2016.0,9326,48302181,"The Goal (Off-Campus, #4)",17981
Vince Flynn,2,1999.0,2920,2127844,"Transfer of Power (Mitch Rapp, #3)",33735
Anna Banks,2,2013.0,7222,21169646,"Of Triton (The Syrena Legacy, #2)",20368
Hugh Howey,2,2015.0,9859,46093269,"Beacon 23: The Complete Novel (Beacon 23, #1-5)",9909
Thornton Wilder,2,1938.0,3364,3119231,Our Town,36824
Barbara W. Tuchman,2,1978.0,4906,227267,A Distant Mirror:  The Calamitous 14th Century,22774
Liu Cixin,2,2008.0,7120,42713958,"The Dark Forest (Remembrance of Earth’s Past, #2)",16560
Herman Wouk,2,1971.0,2411,1936731,"The Winds of War (The Henry Family, #1)",43439
James     Baldwin,2,1956.0,3505,814207,Giovanni's Room,29377
Else Holmelund Minarik,2,1960.0,8746,1221276,Little Bear's Friend,12504
Robert McCammon,2,1991.0,5930,16685995,Boy's Life,18250
Louise L. Hay,2,1984.0,1865,874208,You Can Heal Your Life,48122
Jonah Lehrer,2,2012.0,3335,17907836,Imagine: How Creativity Works,25545
Karen Russell,2,2013.0,6827,19093507,Vampires in the Lemon Grove,15800
Edmund Morris,2,2001.0,3142,210239,Theodore Rex,30577
Carrie Fisher,2,2016.0,6245,45949491,The Princess Diarist,23354
Kevin Henkes,2,1993.0,7891,984587,Owen,15077
Octavia E. Butler,2,1980.0,9768,1330000,"Wild Seed (Patternmaster, #1)",11000
A.G. Howard,2,2014.0,9130,24333509,"Unhinged (Splintered, #2)",16746
George Eliot,2,1860.0,2952,3277447,The Mill on the Floss,38983
John Marsden,2,1994.0,6915,79752,"The Dead of Night (Tomorrow, #2)",17279
Steven Pressfield,2,2002.0,2867,722104,The War of Art: Break Through the Blocks & Win Your Inner Creative Battles,37038
Vincent van Gogh,2,1937.0,8738,192026,Dear Theo,9761
Mary Doria Russell,2,1998.0,8128,882029,"Children of God (The Sparrow, #2)",14009
Marguerite Henry,2,1948.0,6061,2236675,King of the Wind: The Story of the Godolphin Arabian,21150
Ann Rule,2,1987.0,5518,224309,Small Sacrifices: A True Story of Passion and Murder,18261
Naoko Takeuchi,2,1992.0,2894,488611,"Sailor Moon, #1 (Sailor Moon, #1)",35192
Betty MacDonald,2,1949.0,8856,1279228,"Mrs. Piggle-Wiggle's Magic (Mrs. Piggle Wiggle, #2)",12382
Theodore Dreiser,2,1925.0,3763,6170936,An American Tragedy,26988
Jennifer Donnelly,2,2003.0,4288,3337093,A Northern Light,32172
Christopher Moore,2,1994.0,4979,813988,Coyote Blue,21556
E. Nesbit,2,1906.0,3460,2880113,The Railway Children,39237
Kazu Kibuishi,2,2009.0,5205,6460915,"The Stonekeeper's Curse (Amulet, #2)",21968
Jorge Luis Borges,2,1947.0,4441,2707897,The Aleph and Other Stories ,22638
Hubert Selby Jr.,2,1978.0,2479,526038,Requiem for a Dream,39392
Cory Doctorow,2,2014.0,6730,39843450,In Real Life,17101
Simms Taback,2,1997.0,2438,198687,There Was an Old Lady Who Swallowed a Fly,41902
Erich Segal,2,1988.0,7326,816383,Doctors,11736
Morgan Rhodes,2,2013.0,7642,21761131,"Rebel Spring (Falling Kingdoms, #2)",20295
Megan McCafferty,2,2003.0,5434,2975812,"Second Helpings (Jessica Darling, #2)",23834
Kate Mosse,2,2007.0,7247,1027521,"Sepulchre (Languedoc, #2)",15790
Joseph Delaney,2,2005.0,5321,242692,"Curse of the Bane (The Last Apprentice / Wardstone Chronicles, #2)",21917
Samantha Shannon,2,2015.0,9964,25076284,"The Mime Order (The Bone Season, #2)",13266
Rosamund Lupton,2,2011.0,8803,14096818,Afterwards,14146
Charles C. Mann,2,2011.0,8121,14754158,1493: Uncovering the New World Columbus Created,11959
Timothy J. Keller,2,2008.0,4721,3147524,The Prodigal God: Recovering the Heart of the Christian Faith,21613
Edward Rutherfurd,2,1997.0,5182,3139753,London,21131
Anthony Robbins,2,1992.0,2548,1899199,"Awaken the Giant Within: How to Take Immediate Control of Your Mental, Emotional, Physical and Financial Destiny!",35804
Alfred Bester,2,1955.0,3243,1398442,The Stars My Destination,32968
George Orwell,2,1934.0,6727,1171545,Burmese Days,14913
A.W. Tozer,2,1961.0,6886,1313,The Knowledge of the Holy,14753
Jack Higgins,2,1992.0,8146,1427512,"Eye of the Storm (Sean Dillon, #1)",12202
Joseph Campbell,2,1988.0,2903,971052,The Power of Myth,33914
Mark Kurlansky,2,2002.0,2498,73206,Salt: A World History,40735
Philip Roth,2,1969.0,2559,911489,Portnoy's Complaint,42172
Mark Bowden,2,2001.0,8229,952423,Killing Pablo: The Hunt for the World's Greatest Outlaw,11303
Lauren Barnholdt,2,2011.0,8993,14646564,Sometimes It Happens,12156
Mark Waid,2,2003.0,9238,11126,Superman: Birthright,9360
Brodi Ashton,2,2013.0,9218,18289996,"Everbound (Everneath, #2)",16560
Teddy Slater,2,1991.0,3658,16201,Beauty and the Beast (Disney),26524
Dave Ramsey,2,2003.0,2310,2393600,The Total Money Makeover: A Proven Plan for Financial Fitness,43267
Mary  Stewart,2,1973.0,7513,1282681,"The Hollow Hills (Arthurian Saga, #2)",18033
D.H. Lawrence,2,1915.0,6607,2337578,The Rainbow,15668
James D. Bradley,2,2003.0,6038,22829,Flyboys: A True Story of Courage,14908
John Updike,2,1971.0,8625,864749,Rabbit Redux (Rabbit Angstrom #2),11727
Marisa de los Santos,2,2008.0,4549,2212314,Belong to Me,24557
Susane Colasanti,2,2009.0,5362,5235557,Waiting For You,20656
Anna Carey,2,2012.0,8493,18079694,"Once (Eve, #2)",16382
Paul Auster,2,1987.0,2337,2343071,The New York Trilogy,42965
Sarah MacLean,2,2012.0,6271,15333212,"A Rogue by Any Other Name (The Rules of Scoundrels, #1)",24286
Gary D. Schmidt,2,2011.0,4541,14044509,Okay for Now,25127
Heather Brewer,2,2008.0,5281,2278833,"Ninth Grade Slays (The Chronicles of Vladimir Tod, #2)",22539
Mohsin Hamid,2,2013.0,7397,21541860,How to Get Filthy Rich in Rising Asia,12934
Jenny Nimmo,2,2003.0,6233,1149648,"Charlie Bone and the Time Twister (The Children of the Red King, #2)",19680
Frank Beddor,2,2007.0,8922,2592744,"Seeing Redd (The Looking Glass Wars, #2)",15711
Daniel Silva,2,2000.0,2863,2153394,"The Kill Artist (Gabriel Allon, #1)",36365
Shelly Crane,2,2012.0,9466,19079965,"Independence (Significance, #4)",15662
Stendhal,2,1839.0,9612,1378789,The Charterhouse of Parma,11182
Mary Higgins Clark,2,1977.0,6715,1961151,A Stranger Is Watching,17151
Sam Harris,2,2006.0,3485,563115,Letter to a Christian Nation,27251
David Weber,2,1993.0,6013,1755248,"The Honor of the Queen (Honor Harrington, #2)",20256
Michael Rosen,2,2003.0,7648,961,Shakespeare's Romeo and Juliet,19117
Heidi Murkoff,2,1989.0,7683,4462,What to Expect the First Year (What to Expect),13247
Jon Meacham,2,2012.0,5664,19095325,Thomas Jefferson: The Art of Power,19853
William Shakespeare,2,1591.0,3700,2913597,Richard III,34610
Richard Peck,2,2000.0,5020,39678,"A Year Down Yonder (A Long Way from Chicago, #2)",24350
Jennifer Worth,2,2005.0,8901,3971355,Shadows of the Workhouse,13532
Jacqueline Woodson,2,2016.0,8065,47255158,Another Brooklyn,14800
Hugh Lofting,2,1922.0,9773,518536,"The Voyages of Doctor Dolittle (Doctor Dolittle, #2)",12997
Robert Greene,2,2001.0,7985,912908,The Art of Seduction,11526
W. Somerset Maugham,2,1919.0,8107,2095270,The Moon and Sixpence,13062
Sidney Sheldon,2,1973.0,2595,1030360,The Other Side of Midnight (Midnight #1),36728
Adriana Trigiani,2,2001.0,7556,2179632,"Big Cherry Holler (Big Stone Gap, #2)",14754
Michael Chabon,2,1995.0,3425,2045395,Wonder Boys,29212
Russell Hoban,2,1964.0,4315,896682,Bread and Jam for Frances,28308
Dav Pilkey,2,1999.0,6093,1368691,"Captain Underpants and the Attack of the Talking Toilets (Captain Underpants, #2)",26970
Dennis Lehane,2,1996.0,5167,1356228,"Darkness, Take My Hand (Kenzie & Gennaro, #2)",21721
Ann Patchett,2,1997.0,4237,3127888,The Magician's Assistant,26220
Pat Conroy,2,1975.0,2939,2707941,Beach Music,35585
Peter Heller,2,2014.0,9042,25807269,The Painter,10145
Pablo Neruda,2,1959.0,7440,9295,100 Love Sonnets,12429
Flannery O'Connor,2,1953.0,3808,783228,A Good Man is Hard to Find and Other Stories,29992
Daniel Suarez,2,2010.0,4864,7394861,"Freedom™ (Daemon, #2)",20092
Joseph J. Ellis,2,2000.0,3071,1290896,Founding Brothers: The Revolutionary Generation,32657
Robert   Harris,2,2003.0,4268,268880,Pompeii,26679
Bree Despain,2,2010.0,8443,10897116,"The Lost Saint (The Dark Divine, #2)",15712
Dr. Seuss,2,1940.0,4877,13809,Horton Hatches the Egg,30959
Sergei Lukyanenko,2,2000.0,6887,1529786,Day Watch (Watch #2),17305
Eugene Bradley Coco,2,1992.0,9120,521194,Pinocchio,10627
Jonathan Maberry,2,2010.0,4329,7443037,"Rot & Ruin (Rot & Ruin, #1)",28111
Amy A. Bartol,2,2013.0,5223,18080558,"Inescapable (The Premonition, #1)",28592
Patrick O'Brian,2,1972.0,7501,1200321,"Post Captain (Aubrey/Maturin, #2)",13741
Julianne Donaldson,2,2013.0,5922,21517875,Blackmoore,18619
Mark Millar,2,2005.0,8157,1475550,Wanted,11828
Anne Bishop,2,1999.0,7124,2510727,"Heir to the Shadows (The Black Jewels, #2)",20479
Yuu Watase,2,,3506,3874446,"Absolute Boyfriend, Vol. 1",29550
Oscar Wilde,2,1888.0,6898,244691,The Happy Prince,19156
Nelson DeMille,2,1990.0,5162,1603282,The Gold Coast,20830
John C. Maxwell,2,1998.0,2560,467474,The 21 Irrefutable Laws of Leadership: Follow Them and People Will Follow You,31981
Alastair Reynolds,2,2001.0,7128,2926628,Chasm City,15124
Elizabeth  George,2,1989.0,6835,859452,"Well-Schooled in Murder (Inspector Lynley, #3)",17851
Marcus Buckingham,2,2001.0,4397,1045276,"Now, Discover Your Strengths",20318
Kate Brian,2,2006.0,7023,2764,"Private (Private, #1)",17054
Susan Vreeland,2,2001.0,7418,2003391,The Passion of Artemisia,14772
Naomi Klein,2,2006.0,3586,2826418,The Shock Doctrine: The Rise of Disaster Capitalism,27056
Rob Thomas,2,2015.0,7901,40747882,"Mr. Kiss and Tell (Veronica Mars, #2)",15011
Karen Chance,2,2007.0,9382,200700,"Claimed By Shadow (Cassandra Palmer, #2)",19203
Nora Ephron,2,2006.0,3579,2516574,I Feel Bad about My Neck: And Other Thoughts on Being a Woman,33019
Kass Morgan,2,2014.0,9638,32057056,"Day 21 (The 100, #2)",14457
Hiro Fujiwara,2,2007.0,9781,6258393,Maid-sama! Vol. 02 (Maid-sama! #2),10514
Honoré de Balzac,2,1834.0,3379,72392,Père Goriot,33729
Julia Child,2,1989.0,7860,758985,The Way to Cook,11656
Atul Gawande,2,2007.0,4740,1573617,Better: A Surgeon's Notes on Performance,19064
Susan Meissner,2,2015.0,3962,41824847,Secrets of a Charmed Life,25643
Michael Morpurgo,2,2003.0,7317,2454980,Private Peaceful,15168
John Piper,2,2003.0,4151,247323,Don't Waste Your Life,20722
Julie Otsuka,2,2011.0,3427,15369956,The Buddha in the Attic,33356
Edward Abbey,2,1975.0,5057,2803318,"The Monkey Wrench Gang (Monkey Wrench Gang, #1)",16889
Robert Cormier,2,1977.0,9647,958210,I Am the Cheese,12684
Malorie Blackman,2,2003.0,8989,853422,"Knife Edge (Noughts & Crosses, #2)",12396
Jack Canfield,2,1997.0,6393,2461275,"Chicken Soup for the Teenage Soul: 101 Stories of Life, Love and Learning (Chicken Soup for the Soul)",16097
Michelle Moran,2,2008.0,6544,2923667,The Heretic Queen,18301
Kaye Gibbons,2,1989.0,5157,3166,A Virtuous Woman,21650
Janette Oke,2,1983.0,7165,379443,"When Calls the Heart (Canadian West, #1)",15495
Steve Martin,2,2003.0,7379,1401713,The Pleasure of My Company,13784
Lauren Beukes,2,2014.0,7591,27869457,Broken Monsters,13695
Michel Faber,2,2002.0,3791,1210026,The Crimson Petal and the White,30695
Roberto Bolaño,2,2004.0,4509,3294830,2666,22318
Anna Dewdney,2,2007.0,8257,756099,Llama Llama Mad at Mama,14285
Chelsea Cain,2,2008.0,7601,3014061,"Sweetheart (Archie Sheridan & Gretchen Lowell, #2)",15495
Jeffrey Archer,2,1977.0,6533,375863,"Shall We Tell the President? (Kane & Abel, #3)",14482
Ruth Reichl,2,2001.0,6021,77870,Comfort Me with Apples: More Adventures at the Table,16748
Lisa Scottoline,2,2010.0,9820,7332789,"Think Twice (Rosato & Associates, #11)",11534
Lawrence Wright,2,2013.0,3074,21973918,"Going Clear: Scientology, Hollywood, and the Prison of Belief",30503
Lang Leav,2,2014.0,6993,41496977,Lullabies,14763
Adeline Yen Mah,2,1999.0,5108,1429851,Chinese Cinderella: The True Story of an Unwanted Daughter,24097
Ravinder Singh,2,2011.0,4991,18206031,Can Love Happen Twice?,16172
Julie Anne Peters,2,2007.0,3721,1219372,Keeping You a Secret,26475
Gary Shteyngart,2,2010.0,2953,8996782,Super Sad True Love Story,33332
Plato,2,-390.0,4880,1692879,Apology,22265
Giada De Laurentiis,2,2006.0,7385,5386,Giada's Family Dinners,12081
Claire Messud,2,2013.0,3253,18450578,The Woman Upstairs,27351
Jude Deveraux,2,1989.0,4328,1408034,A Knight in Shining Armor,29062
René Goscinny,2,1960.0,6341,2150655,"Asterix the Gaul (Asterix, #1)",17468
Melina Marchetta,2,2003.0,5583,18042740,Saving Francesca,27392
Dorothy L. Sayers,2,1926.0,9389,1576206,"Clouds of Witness (Lord Peter Wimsey, #2)",13682
Judith McNaught,2,1987.0,7624,3083686,"Once and Always (Sequels, #1)",19618
Jack Welch,2,2001.0,8454,6529222,Jack: Straight from the Gut,10614
Iris Johansen,2,1999.0,4134,75453,"The Killing Game (Eve Duncan, #2)",25473
Charlaine Harris,2,1996.0,6488,479518,"Shakespeare's Landlord (Lily Bard, #1)",22544
Miranda July,2,2011.0,5549,16193779,It Chooses You,16375
L.A. Weatherly,2,2011.0,9106,14621064,"Angel Fire (Angel, #2)",14909
Walt Disney Company,2,1940.0,4245,2770233,Dumbo: A Little Golden Book,23750
Raymond Carver,2,1981.0,2869,2739837,What We Talk About When We Talk About Love,33517
Christopher Yost,2,2010.0,7945,7272274,"Ender's Game, Volume 2: Command School",11653
Mitchell Zuckoff,2,2014.0,9183,42145710,13 Hours: The Inside Account of What Really Happened In Benghazi,12435
Carrie Vaughn,2,2006.0,9556,16494,"Kitty Goes to Washington (Kitty Norville, #2)",17533
P.D. James,2,1971.0,5123,869390,Shroud for a Nightingale (Adam Dalgliesh #4),18973
Rainer Maria Rilke,2,1976.0,8819,45343,The Selected Poetry of Rainer Maria Rilke,11342
William Blake,2,1965.0,6442,768593,The Complete Poetry and Prose,14239
Chris d'Lacey,2,2003.0,5883,302969,"Icefire (The Last Dragon Chronicles, #2)",20348
Jennifer Lynn Barnes,2,2013.0,8554,19187762,"The Naturals (The Naturals, #1)",18010
Scott B. Smith,2,2006.0,4772,2453000,The Ruins,23932
David Brin,2,1983.0,4266,251634,"Startide Rising (The Uplift Saga, #2)",25142
Pepper Winters,2,2014.0,9755,40698052,"Debt Inheritance (Indebted, #1)",18441
Faith Hunter,2,2010.0,8645,6853921,"Blood Cross (Jane Yellowrock, #2)",18017
Ami McKay,2,2011.0,9970,6310341,The Virgin Cure,10883
Nigella Lawson,2,2007.0,4735,947480,"Nigella Express: Good Food, Fast",20292
Jonathan Lethem,2,2003.0,4788,1971520,The Fortress of Solitude,18114
Kristen Britain,2,2003.0,7888,142679,"First Rider's Call (Green Rider, #2)",17509
Lisa Gardner,2,1999.0,9155,3230132,The Other Daughter,13182
Thomas Malory,2,1860.0,7829,89928,King Arthur and His Knights: Selected Tales,13350
Lisa Lutz,2,2009.0,8638,3587409,"Revenge of the Spellmans (The Spellmans, #3)",15174
Mike Carey,2,2006.0,9677,1936254,"The Devil You Know (Felix Castor, #1)",12879
C.J. Sansom,2,2004.0,7380,4595372,"Dark Fire (Matthew Shardlake, #2)",15152
Madeleine Wickham,2,1999.0,4557,1288038,The Wedding Girl,22944
Richard Kadrey,2,2010.0,7248,10693559,"Kill the Dead (Sandman Slim, #2)",15924
Glennon Doyle Melton,2,2016.0,4594,48126510,Love Warrior,26061
A.S. King,2,2012.0,6925,18236079,Ask the Passengers,18978
Ellen Marie Wiseman,2,2013.0,2918,24904359,What She Left Behind,31350
John Saul,2,1991.0,5570,2796366,Darkness,17460
Elizabeth Gaskell,2,1853.0,4219,1016559,Cranford,29034
Brian  McClellan,2,2014.0,6309,24566794,"The Crimson Campaign (Powder Mage, #2)",17072
Michael J. Sullivan,2,2010.0,3725,15702555,"Rise of Empire (The Riyria Revelations, #3-4)",28832
Robert A. Heinlein,2,1956.0,7476,2887127,Double Star,15787
Irvin D. Yalom,2,1992.0,3928,162267,When Nietzsche Wept,25419
Kalayna Price,2,2011.0,9597,14452325,"Grave Dance (Alex Craft, #2)",17746
E.E. Cummings,2,1991.0,4822,175882,"Complete Poems, 1904-1962",18814
Eric Van Lustbader,2,2010.0,4917,7408880,"The Bourne Objective (Jason Bourne, #8)",16798
Plum Sykes,2,2006.0,5918,908288,The Debutante Divorcee,15548
Tom Perrotta,2,2007.0,7093,2299471,The Abstinence Teacher,14980
Lars Kepler,2,2010.0,9492,14080417,"The Nightmare (Joona Linna, #2)",10832
John Layman,2,2010.0,7666,11044835,"Chew, Vol. 2: International Flavor",13315
Carol Shields,2,2002.0,9794,1344971,Unless,11014
P.G. Wodehouse,2,1923.0,8316,2817794,"The Inimitable Jeeves (Jeeves, #2)",14210
Sara Donati,2,2000.0,8136,806796,"Dawn on a Distant Shore (Wilderness, #2)",12990
J. Courtney Sullivan,2,2011.0,4164,14385352,Maine,26907
Diane Muldrow,2,1992.0,5878,1385651,Frosty the Snowman (Frosty the Snowman),17593
Julie Garwood,2,1988.0,9368,3245791,"The Lion's Lady (Crown's Spies, #1)",17150
Kristin Hannah,2,1999.0,4133,210517,On Mystic Lake,25050
Victoria Schwab,2,2016.0,8265,42855493,"This Savage Song (Monsters of Verity, #1)",22459
Joshua Ferris,2,2014.0,7261,26098475,To Rise Again at a Decent Hour,12209
Antonia Fraser,2,2001.0,3556,1850916,Marie Antoinette: The Journey,26393
Richard Russo,2,1997.0,4972,3182399,Straight Man,20378
Rachel Gibson,2,2003.0,6979,58587,"See Jane Score (Chinooks Hockey Team, #2)",21808
Maya Banks,2,2009.0,9284,4865877,"Sweet Persuasion (Sweet, #2)",17668
Margaret Atwood,2,1972.0,6675,924766,Surfacing,16896
Ross King,2,2003.0,4292,1223069,Michelangelo and the Pope's Ceiling,21258
Jeff Shaara,2,1996.0,3737,30342,"Gods and Generals (The Civil War Trilogy, #1)",27141
Graham Greene,2,1940.0,4605,1036817,The Power and the Glory,23229
Beatriz Williams,2,2014.0,7193,26493639,The Secret Life of Violet Grant,14706
Margaret George,2,1997.0,7138,12852,The Memoirs of Cleopatra,16088
Alison Croggon,2,2004.0,6734,858967,"The Riddle (The Books of Pellinor, #2)",18120
Armistead Maupin,2,1980.0,8681,2569715,"More Tales of the City (Tales of the City, #2)",11575
Gary Zukav,2,1989.0,2912,1075398,The Seat of the Soul,30840
Molière,2,1666.0,8037,685838,The Misanthrope,14435
Roland Barthes,2,1980.0,3310,799260,Camera Lucida: Reflections on Photography,28476
Michael Teitelbaum,2,1989.0,4812,632206,The Little Mermaid,22079
Bernard Cornwell,2,1995.0,3941,115813,"The Winter King (The Warlord Chronicles, #1)",27374
